title,description,symbol,sentiment_score
JEPI ETF: Don't You Dare Put All Your Eggs In One Basket (NYSEARCA:JEPI),The JEPI ETF has a fluctuating payout but a solid track record and is expected to continue performing well. Learn why JEPI ETF is rated a buy.,EQIX,0.86065
Q3 2021 Equinix Inc Earnings Call Transcript,"Nov 03, 2021 / 09:30PM GMTOperator Good afternoon, and welcome to the Equinix Third Quarter Earnings Conference Call. (Operator Instructions) Also, today's conf",EQIX,0.5994
Mondelez International (MDLZ) Fell -6.6% in Q3,"Cullen Capital Management, LLC, operating under the name Schafer Cullen Capital Management, Inc. (SCCM), has released its “SCCM Value Equity Strategy” third-quarter investor letter. A copy of the letter can be downloaded here. The US equity market continued the rally in the third quarter, with the S&P 500 returning 8.1% and the Russell 1000 Value surging 5.3%. […]",MDLZ,0.280633
Mondelez (MDLZ) Target Lowered to $62 as Analyst Maintains Neutral Stance,"Mondelez International, Inc. (NASDAQ:MDLZ) is included among the 15 Best Passive Income Stocks to Buy Right Now. O⁠n November 10, DA Davidson’s Brian Hol‍land trimmed the fi⁠rm’s price target on‍ Mondelez International, Inc. (NASDAQ:MDLZ) to $6‍2‍ fr om $6‌5 and maintained a Neutral stance on the stock⁠, as reported by The Fly. He noted in a […]",MDLZ,0.4066
"Looking For Yields: MAA, PepsiCo, And Mondelez International Are Consistent Moneymakers","Companies with a long history of paying dividends and consistently hiking them remain appealing to income-focused investors. Mid-America Apartment Communities, PepsiCo, and Mondelez International have rewarded shareholders for years and recently ...",MDLZ,0.191933
Microsoft No Longer Top 3 Holding After Gates Foundation Sells 17 Million Shares - Microsoft (NASDAQ:MSFT),"Gates Foundation's Q3 13F: Trust sells 65% of Microsoft (MSFT) stake, dropping it from top 3. Also trims BRK-B, WM & exits UPS, CCI.",CAT,0.3976
Caterpillar Inc. (CAT) is Attracting Investor Attention: Here is What You Should Know,"Zacks.com users have recently been watching Caterpillar (CAT) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",CAT,0.4767
Bill Gates' Trust Offloads 17M Microsoft Shares and Over 2.3M Berkshire Hathaway Class B Shares in Q3,"Bill Gates sold significant holdings in Q3, including Microsoft and Berkshire Hathaway shares, amid concerns over AI bubble risks and Warren Buffett's impending retirement.",CAT,0.7783
What Are Wall Street Analysts' Target Price for PNC Financial Services Stock?,"Even though PNC Financial Services has lagged behind the broader market over the past year, Wall Street analysts remain moderately optimistic about the stock’s prospects.",PNC,0.3612
"The PNC Financial Services Group, Inc. (PNC) Presents at The BancAnalysts Association of Boston Conference Transcript","The PNC Financial Services Group, Inc. (PNC) The BancAnalysts Association of Boston Conference November 7, 2025 10:35 AM ESTCompany ParticipantsAlexander E.",PNC,0.0
"The PNC Financial Services Group, Inc. (PNC) Presents at The BancAnalysts Association of Boston Conference - Slideshow (NYSE:PNC) 2025-11-07","2025-11-07. The following slide deck was published by The PNC Financial Services Group, Inc.",PNC,0.0
Q3 2021 Crown Castle International Corp Earnings Call Transcript,"Oct 21, 2021 / 02:30PM GMTOperator Good day, everyone, and welcome to the Crown Castle Third Quarter 2021 Earnings Call. Today's call is being recorded. And now",CCI,0.91
Crown Castle International Corp at Goldman Sachs Communacopia Conference (Virtual) Transcript,"Sep 22, 2021 / 08:35PM GMTBrett Joseph Feldman - Goldman Sachs Group, Inc., Research Division - Equity Analyst All right. Welcome back. Thanks, everyone, for be",CCI,0.7579
Crown Castle International Corp at Cowen Communications Infrastructure Summit (Virtual) Transcript,"Aug 10, 2021 / 08:40PM GMTMichael Elias - Cowen and Company, LLC, Research Division - Research Associate All right, everyone, let's get started. My name is Mich",CCI,0.9445
What Makes Becton Dickinson (BDX) a Good Long-Term Investment?,"Cullen Capital Management, LLC, operating under the name Schafer Cullen Capital Management, Inc. (SCCM), has released its “SCCM Value Equity Strategy” third-quarter investor letter. A copy of the letter can be downloaded here. The US equity market continued the rally in the third quarter, with the S&P 500 returning 8.1% and the Russell 1000 Value surging 5.3%. […]",BDX,0.407433
"1578 Partners initiates new position in Becton, Dickinson and Company in Q3 (BDX:NYSE)","1578 Partners outperformed the broader S&P 500 index in the third quarter, with the account returning 14.37% against the latter's 13.93% returns.",BDX,0.0
Hinde Group Q3 2025 Partner Letter,"Explore our Q3 2025 performance, including a 13.93% net return, driven by the AI boom and key tech holdings. Learn about our new investment in Becton Dickinson (BDX).",BDX,0.261233
"Wall Street’s Wild Ride: AI Rally Fades, Indexes Plummet Despite Nvidia’s Strong Earnings","The U.S. stock market experienced a dramatic session on Thursday, November 20, 2025, as an initial rally fueled by stellar earnings from artificial",TJX,0.5267
"TJX Companies: Growth Story Remains, But This Discount Retailer Trades At A Premium","TJX Companies delivered strong Q3 results, beating earnings and revenue estimates, and raised full-year guidance for 2026. See why the stock is a Hold.",TJX,0.0
"The TJX Companies, Inc. (TJX) Q3 2026 Earnings Call Transcript","The TJX Companies, Inc. (TJX) Q3 2026 Earnings Call November 19, 2025 11:00 AM ESTCompany ParticipantsErnie Herrman - CEO, President & DirectorDebra...",TJX,0.38915
[Earnings]Upcoming Earnings: Tech and Retail Giants Take Center Stage,This Thursday features key reports from retail giant Walmart Inc. pre-market and software leader Intuit Inc. after close. Next Tuesday is a high-density day,DE,0.1779
Deere & Company (DE) Is a Trending Stock: Facts to Know Before Betting on It,"Recently, Zacks.com users have been paying close attention to Deere (DE). This makes it worthwhile to examine what the stock has in store.",DE,0.0
Jim Cramer Says “You Buy a Deere”,"Deere & Company (NYSE:DE) is one of the stocks Jim Cramer mentioned in his latest comments. During the episode, a caller asked for Cramer’s thoughts on the stock, and Cramer replied: “You want my thoughts on Deere? [buy, buy, buy] No matter who, no matter what happens in the country, we are a country where […]",DE,0.025733
"HCA Healthcare, Inc. (HCA) Presents at Stephens Annual Investment Conference 2025 Transcript","HCA Healthcare, Inc. (HCA) Stephens Annual Investment Conference 2025 November 20, 2025 2:00 PM ESTCompany ParticipantsMike Marks - CFO & Executive...",HCA,0.36755
"HCA Healthcare, Inc. (HCA) Presents at 7th Annual Wolfe Research Healthcare Conference Transcript","HCA Healthcare, Inc. (HCA) 7th Annual Wolfe Research Healthcare Conference November 17, 2025 12:00 PM ESTCompany ParticipantsMike Marks - CFO &...",HCA,0.0
"RBC Capital Lifts HCA Healthcare, Inc. (HCA) Price Target Following Robust Revenue and Earnings Growth","HCA Healthcare Inc. (NYSE:HCA) is one of the best blue-chip stocks to buy now. On October 27, analysts at RBC Capital reiterated an Outperform rating on HCA Healthcare Inc.",HCA,0.6124
Chubb declares $0.97 dividend (NYSE:CB),"Chubb (CB) maintains $0.97 quarterly dividend with 1.32% yield. See CB dividend scorecard, yield chart, and growth insights.",CB,0.0
Why Is Chubb (CB) Up 6.3% Since Last Earnings Report?,Chubb (CB) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,CB,0.0
"As Warren Buffett Nears His Exit, Berkshire’s Record Cash Defies Crash Fears","Market Analysis by  covering: Bank of America Corp, Apple Inc, Occidental Petroleum Corporation, American Express Company. Read 's Market Analysis on Investing.com",CB,0.8225
Markel launches Construction & Engineering practice with three senior hires,"**media[832125]**LONDON, Nov. 18, 2025 /PRNewswire/ -- Markel Insurance, the insurance operations within Markel Group Inc. (NYSE:MKL), today announced the launch of its Construction & Engineering practice within its international division.**media[832126]**",AON,0.2732
Is Wall Street Bullish or Bearish on Aon plc Stock?,"Aon plc has underperformed the broader market over the past year, but analysts are cautiously optimistic about the stock’s prospects.",AON,-0.072167
"Increasing Competition, Economic Slowdown and Cyber Threats are Reshaping Asia’s Business Landscape: Aon Survey",**media[813291]**,AON,-0.030238
CSX Corporation (CSX) Presents at Baird 55th Annual Global Industrial Conference Transcript,"CSX Corporation (CSX) Baird 55th Annual Global Industrial Conference November 11, 2025 10:05 AM ESTCompany ParticipantsKevin Boone - Executive VP &...",CSX,0.0
3 Unpopular Stocks That Concern Us,Wall Street’s bearish price targets for the stocks in this article signal serious concerns. Such forecasts are uncommon in an industry where maintaining cordial corporate relationships often trumps delivering the hard truth.,CSX,-0.3818
CSX Stock: Analyst Estimates & Ratings,"While CSX has lagged behind the S&P 500 Index over the past year, analysts remain fairly optimistic about the stock’s prospects.",CSX,0.4215
BMO Capital Lowers Duke Energy (DUK) Price Target,"Duke Energy Corporation (NYSE:DUK) is included among the 10 Best Renewable Energy Dividend Stocks to Buy Now. Duke Energy Corporation (NYSE:DUK) engages in the distribution of natural gas and energy-related services. The company owns and operates a diverse mix of regulated power plants – including hydro, coal, nuclear, natural gas, solar, and battery storage. On […]",DUK,0.55632
"Elon Musk Touts Solar As 'Biggest Source of Power' As AI Industry Scrambles For Energy Solutions - CMS Energy (NYSE:CMS), Amazon.com (NASDAQ:AMZN)",Elon Musk bets on solar as the 'biggest source of power' amid skyrocketing AI data center energy demand. Can orbital solar solve the crisis?,DUK,0.4019
Duke Energy Corporation (DUK) Is a Trending Stock: Facts to Know Before Betting on It,"Duke Energy (DUK) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",DUK,0.0
U.S. labor officials: Full October jobs report won't be released,The federal government said Wednesday that October's full jobs report will not be released following the longest government shutdown in U.S. history.,ADP,-0.2732
"US market close: Stocks fall as tech slumps and bitcoin drops below $90,000; Dow sheds nearly 500 points, S&P logs longest losing streak since August","US stocks fell on Tuesday as tech shares dropped and Bitcoin went below $90,000. The Dow lost nearly 500 points, and the S&P 500 continued its longest losing streak since August. Investors watched Nvidia earnings and big tech stocks closely. Small-cap stocks performed better, while Home Depot and other companies saw share declines amid earnings worries.",ADP,-0.02675
Eight Companies Raising Dividends Last Week,,ADP,0.1779
Citigroup (C) Surged as Its Restructuring and Turnaround Plan Surpassed Expectations,"Cullen Capital Management, LLC, operating under the name Schafer Cullen Capital Management, Inc. (SCCM), has released its “SCCM Value Equity Strategy” third-quarter investor letter. A copy of the letter can be downloaded here. The US equity market continued the rally in the third quarter, with the S&P 500 returning 8.1% and the Russell 1000 Value surging 5.3%. […]",C,0.586171
Rich Pzena Q3 2025: Baxter Surge and Magna Strength Highlight a Classic Deep-Value Quarter,,C,0.50935
Regions Financial Corporation (RF) Presents at Citi's 14th Annual FinTech Conference Transcript,"Regions Financial Corporation (RF) Citi's 14th Annual FinTech Conference November 19, 2025 1:30 PM ESTCompany ParticipantsC.",C,0.3612
Wall Street Gives Up on High-Yield Stocks,"When the AI bubble bursts, Altria will look like a pretty good investment again. It has paid out billions in dividends over the years, and that is unlikely to stop.",MO,0.417717
"Altria Group, Inc. (MO) is Attracting Investor Attention: Here is What You Should Know","Recently, Zacks.com users have been paying close attention to Altria (MO). This makes it worthwhile to examine what the stock has in store.",MO,0.4767
Altria: Blue Chip/Dividend King - Reiterate Buy (NYSE:MO),"MO has lost part of its Q2'25 - Q3'25 gains, as the market over-reacts to the FQ3'25 top-line miss and the minimally raised FY2025 adj EPS guidance.",MO,0.0
What Are Wall Street Analysts' Target Price for Electronic Arts Stock?,"While Electronic Arts has outperformed relative to the broader market over the past year, Wall Street analysts remain cautious about the stock’s prospects.",EA,-0.00645
Auxier Asset Management Fall 2025 Market Commentary,"Auxier Asset Management highlights Q3 gains driven by AI and defense spending, while warning of rising debt and speculation. Explore the Fund’s long-term strategy.",EA,-0.4404
"Goldman nabs its largest-ever fee on M&A deal — plus, another good sign for Dover","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",EA,0.4215
India's Reliance To Stop Processing Russian Oil At Giant Jamnagar Refinery,"ZeroHedge - On a long enough timeline, the survival rate for everyone drops to zero",ICE,-0.6077
"Intercontinental Exchange, Inc. (ICE) Presents at J.P. Morgan 2025 Ultimate Services Investor Conference Transcript","Intercontinental Exchange, Inc. (ICE) J.P.",ICE,0.0
Sundar Pichai responds to Polymarket predicting Gemini 3 update,"Alphabet (Nasdaq: GOOGL) and Google CEO Sundar Pichai has responded to speculation around the launch of Gemini 3 in his unique way on X. Gemini 3, the company's next large language model, is expected to drop soon and crypto traders on Polymarket think there is a 69% chance it will release ...",ICE,0.0
The Southern Company (SO) Downgraded by Goldman Sachs,"The Southern Company (NYSE:SO) is included among the 10 Best Renewable Energy Dividend Stocks to Buy Now. The Southern Company (NYSE:SO) is one of the largest producers of electricity in the United States and the largest wholesale provider in the Southeast. Together with its subsidiaries, the company delivers clean, safe, reliable, and affordable energy to […]",SO,0.09158
10 Best Renewable Energy Dividend Stocks to Buy Now,"With the energy sector being the top source of global emissions, renewables are the need of the hour.",SO,0.0088
3 Dividend Growth Stocks That Should Be in Everyone’s Portfolio,"You’d often hear that there’s no “one-size-fits-all” when it comes to dividend stocks. However, that’s not really the case when it comes to Realty Income (NYSE:O), Aflac (NYSE:AFL), and Southern Co (NYSE:SO). These dividend payers have exceedingly long track records of increasing their payouts, and their core businesses retain large enough moats to shrug off ... 3 Dividend Growth Stocks That Should Be in Everyone’s Portfolio",SO,0.0
MP Materials: Beijing’s Next Rare Earth Policy Move Will Shape the Move Ahead,Market Analysis by  covering: MP Materials Corp. Read 's Market Analysis on Investing.com,GM,0.4019
"Elon Musk Doubles Down On SpaceX Payload Claims, Says Tesla Is Worth More Than 'Rest Of The Auto Industry On Earth' - Tesla (NASDAQ:TSLA)",SpaceX and Tesla CEO Elon Musk reaffirmed his companies' dominance in space and automotive sectors amid criticism of his predictions.,GM,-0.0516
Why Is General Motors (GM) Up 1.8% Since Last Earnings Report?,General Motors (GM) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,GM,0.0
